"ProjectId","ProjectName","ResourceId","ResourceName","nivelamento","StartDate_novo","AssignmentPeakUnits","dia","mes","ano","Nivelamento1","Nivelamento2","AjusteFino","LinhadeBase","Flag_corrente","Data_INICIO","Data_FIM"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-08-19",0,19,8,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-08-26",0,26,8,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-09-02",0,2,9,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-09-09",0,9,9,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-09-16",0,16,9,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-09-23",0,23,9,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-09-30",0,30,9,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-10-07",0,7,10,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-10-14",0,14,10,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
"0c3eeb0b-78e3-ed11-aae2-5ccd5bfe8a75",PAREDE NORTE - MAC,"205ba2a9-189c-ed11-a630-00155d887f6c",BOMBA DE INJECAO GEOMAQ,"1","2024-10-21",0,21,10,2024,0,0,0,0,S,"2023-05-11","2999-01-01"
